race,sex,workclass,age,education_num,hours_per_week,capital_gain
Black,Male,Local-Gov,22.0,9.0,40.0,0
White,Male,Private,60.0,9.0,40.0,0
Black,Female,Private,29.0,6.0,32.0,0
White,Male,Private,27.0,12.0,40.0,0
White,Female,Local-Gov,49.0,13.0,50.0,0
White,Male,Private,24.0,12.0,40.0,2354
White,Male,Self-Emp-Not-Inc,73.0,9.0,24.0,0
White,Male,Private,33.0,10.0,28.0,0
Black,Female,State-Gov,41.0,10.0,38.0,0
White,Male,Private,39.0,13.0,55.0,0
White,Male,State-Gov,42.0,10.0,40.0,0
White,Male,Self-Emp-Inc,42.0,16.0,60.0,0
White,Female,Private,24.0,10.0,52.0,3325
White,Male,Private,37.0,10.0,60.0,0
White,Male,Private,21.0,9.0,35.0,0
White,Male,Private,43.0,9.0,60.0,0
White,Male,Self-Emp-Inc,45.0,13.0,50.0,0
White,Female,State-Gov,35.0,12.0,40.0,0
White,Male,Private,33.0,9.0,84.0,0
White,Female,Private,48.0,6.0,40.0,0
White,Female,Private,40.0,7.0,40.0,0
White,Female,Private,55.0,9.0,29.0,0
White,Male,Private,35.0,13.0,50.0,0
White,Male,Private,26.0,9.0,60.0,0
White,Male,Private,46.0,16.0,60.0,15024
White,Female,Federal-Gov,34.0,9.0,40.0,0
Asian-Pac-Islander,Male,Private,43.0,14.0,40.0,0
White,Male,Self-Emp-Not-Inc,44.0,10.0,55.0,0
White,Male,Private,80.0,15.0,35.0,0
White,Male,Private,71.0,4.0,24.0,0
Black,Female,Private,25.0,7.0,32.0,0
White,unknown,Private,80.0,12.0,4.0,0
White,Female,Local-Gov,33.0,14.0,50.0,0
White,Male,Private,37.0,14.0,45.0,0
White,Female,State-Gov,20.0,10.0,40.0,0
White,Female,Private,70.0,9.0,5.0,0
White,Male,Private,53.0,14.0,40.0,0
White,Male,Self-Emp-Not-Inc,24.0,13.0,50.0,0
White,Female,Private,37.0,9.0,40.0,0
White,Female,Private,29.0,10.0,24.0,0
White,Male,Private,34.0,9.0,72.0,0
White,Female,Private,29.0,11.0,40.0,0
White,Female,State-Gov,19.0,9.0,30.0,0
Black,Male,Local-Gov,51.0,10.0,40.0,0
White,Male,Private,30.0,14.0,15.0,0
Asian-Pac-Islander,Female,Private,22.0,10.0,4.0,0
White,Male,Self-Emp-Not-Inc,36.0,9.0,50.0,0
Black,Male,Local-Gov,33.0,13.0,40.0,0
White,Female,Private,41.0,14.0,40.0,0
White,Male,Self-Emp-Inc,31.0,9.0,30.0,0
White,Male,Private,64.0,9.0,20.0,0
Black,Male,Private,18.0,7.0,24.0,0
White,Female,State-Gov,58.0,13.0,40.0,0
White,Male,Private,35.0,7.0,40.0,0
White,Male,Federal-Gov,57.0,14.0,40.0,15024
White,Male,Private,48.0,12.0,38.0,0
Black,Female,Federal-Gov,24.0,9.0,40.0,0
White,unknown,Self-Emp-Not-Inc,19.0,10.0,25.0,0
White,Male,Local-Gov,61.0,7.0,40.0,0
White,Male,Local-Gov,45.0,11.0,60.0,0
White,Female,Private,64.0,9.0,20.0,0
White,Male,Self-Emp-Not-Inc,37.0,9.0,45.0,0
White,Male,Federal-Gov,32.0,9.0,55.0,0
White,Female,Private,34.0,13.0,50.0,0
White,Male,Private,61.0,9.0,20.0,0
White,Male,Self-Emp-Inc,59.0,16.0,55.0,0
White,Male,Private,43.0,10.0,55.0,0
White,Male,Private,61.0,13.0,40.0,0
White,Male,Private,37.0,9.0,55.0,0
Black,Male,State-Gov,43.0,10.0,50.0,0
White,Female,Self-Emp-Inc,46.0,12.0,40.0,0
White,Female,Private,44.0,9.0,40.0,0
White,Male,Private,36.0,10.0,60.0,0
Black,Female,Private,28.0,9.0,48.0,0
White,Male,Self-Emp-Inc,66.0,9.0,86.0,0
White,Male,Private,46.0,10.0,40.0,0
White,Female,Federal-Gov,37.0,13.0,48.0,0
White,Male,State-Gov,19.0,10.0,24.0,594
Other,Male,Private,24.0,9.0,40.0,0
White,Male,State-Gov,37.0,12.0,35.0,0
White,Male,Federal-Gov,42.0,10.0,45.0,7688
White,unknown,Private,36.0,9.0,40.0,5013
White,Male,Private,68.0,5.0,2.0,0
White,Female,Private,53.0,9.0,40.0,0
White,Female,Private,69.0,15.0,25.0,0
White,Male,Private,22.0,10.0,15.0,0
White,Male,Private,20.0,5.0,28.0,0
White,Male,Private,29.0,9.0,55.0,0
White,Male,Private,56.0,13.0,65.0,0
White,Male,Private,30.0,11.0,40.0,0
White,Male,Private,26.0,10.0,43.0,0
White,Female,Private,24.0,9.0,25.0,0
White,Female,Private,48.0,9.0,18.0,0
White,Male,Local-Gov,27.0,9.0,50.0,0
White,Male,Self-Emp-Inc,34.0,9.0,54.0,0
White,Female,Private,33.0,9.0,20.0,0
White,Female,Local-Gov,25.0,14.0,40.0,0
White,Male,Private,29.0,10.0,60.0,0
White,Male,Self-Emp-Not-Inc,49.0,10.0,40.0,0
Black,Male,Private,22.0,10.0,15.0,0
White,Male,Local-Gov,28.0,9.0,20.0,0
White,unknown,Private,25.0,14.0,45.0,0
White,Male,Self-Emp-Not-Inc,34.0,11.0,55.0,0
White,Male,Self-Emp-Not-Inc,32.0,11.0,50.0,0
White,Male,Private,55.0,13.0,60.0,0
White,Male,Self-Emp-Inc,46.0,11.0,60.0,0
White,Male,Private,54.0,10.0,40.0,0
White,Female,Private,23.0,13.0,8.0,0
White,Female,Private,38.0,11.0,38.0,0
White,Male,Private,43.0,10.0,70.0,0
White,Female,Private,18.0,10.0,26.0,0
White,Male,Private,44.0,13.0,50.0,0
White,Male,Private,36.0,12.0,55.0,0
White,Male,Private,45.0,9.0,52.0,0
White,Male,Self-Emp-Not-Inc,70.0,13.0,35.0,20051
Asian-Pac-Islander,Female,Private,60.0,7.0,30.0,0
White,Female,Private,61.0,8.0,40.0,0
White,Male,Private,35.0,9.0,20.0,0
White,Female,Private,55.0,9.0,45.0,0
White,Male,Private,19.0,4.0,40.0,0
White,Male,Private,46.0,9.0,50.0,3103
White,Female,Private,64.0,11.0,15.0,0
Black,Male,Private,17.0,7.0,17.0,0
White,Male,Private,25.0,9.0,44.0,0
White,Female,Private,26.0,10.0,40.0,0
White,Female,Private,47.0,9.0,40.0,0
White,Male,Private,42.0,13.0,45.0,0
White,Male,Private,44.0,11.0,40.0,8614
White,Male,Private,44.0,9.0,45.0,0
White,Male,Private,47.0,14.0,65.0,0
White,Male,Private,46.0,9.0,55.0,4064
White,Male,Private,46.0,4.0,32.0,0
White,Male,State-Gov,44.0,15.0,75.0,15024
White,Male,Private,42.0,13.0,60.0,0
White,Male,Private,48.0,6.0,30.0,0
White,Male,Self-Emp-Inc,50.0,10.0,70.0,0
White,Male,Private,18.0,7.0,20.0,0
White,Male,Self-Emp-Inc,51.0,10.0,40.0,0
White,Male,Self-Emp-Not-Inc,43.0,10.0,84.0,0
White,Male,Local-Gov,54.0,13.0,50.0,0
White,Male,Private,61.0,10.0,25.0,0
Black,Female,Private,21.0,9.0,30.0,0
Black,Male,Private,20.0,9.0,20.0,0
White,Female,Private,29.0,7.0,48.0,3418
White,Male,Private,32.0,13.0,50.0,4064
White,Male,Private,68.0,9.0,35.0,0
White,Female,Federal-Gov,31.0,9.0,40.0,0
White,Male,Private,32.0,10.0,60.0,0
White,Male,Private,60.0,9.0,5.0,0
White,Male,Private,44.0,12.0,40.0,7688
White,Male,Private,58.0,9.0,30.0,3325
White,Male,Private,48.0,10.0,72.0,0
Asian-Pac-Islander,Female,Private,59.0,6.0,40.0,0
White,Male,Self-Emp-Not-Inc,45.0,13.0,45.0,14084
White,Female,Private,27.0,9.0,32.0,0
Black,Male,Private,18.0,7.0,7.0,0
White,unknown,Private,19.0,10.0,20.0,0
White,Male,Self-Emp-Inc,35.0,14.0,50.0,0
White,Male,Private,71.0,13.0,16.0,3456
White,Male,Federal-Gov,38.0,14.0,40.0,0
White,Male,Private,37.0,12.0,46.0,0
White,Male,Private,75.0,4.0,50.0,0
White,Female,State-Gov,20.0,10.0,15.0,0
White,Male,Self-Emp-Inc,57.0,13.0,50.0,0
White,Male,Private,40.0,10.0,44.0,0
White,unknown,Private,24.0,13.0,30.0,0
Black,Female,Private,52.0,10.0,37.0,0
White,Male,Private,34.0,10.0,60.0,0
White,Male,Private,31.0,13.0,40.0,0
White,Female,Private,19.0,10.0,30.0,0
White,Male,State-Gov,42.0,14.0,38.0,0
Other,Male,Private,23.0,10.0,24.0,0
Asian-Pac-Islander,Male,Private,22.0,10.0,24.0,0
White,Male,Private,42.0,13.0,80.0,0
White,Male,Private,34.0,14.0,60.0,27828
Black,Male,Local-Gov,34.0,7.0,40.0,0
White,Male,Private,34.0,9.0,40.0,0
White,Male,Private,42.0,13.0,44.0,0
White,Male,Self-Emp-Not-Inc,24.0,13.0,40.0,0
White,Male,Private,23.0,10.0,30.0,0
White,Male,Private,61.0,13.0,50.0,0
White,Male,Private,55.0,10.0,24.0,0
White,unknown,Private,52.0,3.0,40.0,0
White,Female,Private,46.0,10.0,20.0,0
White,Male,Self-Emp-Not-Inc,27.0,10.0,60.0,0
White,Female,Private,35.0,9.0,55.0,0
White,Male,Private,34.0,10.0,44.0,0
White,Male,Private,27.0,13.0,50.0,0
White,Female,Federal-Gov,29.0,13.0,40.0,0
White,Male,Private,39.0,12.0,40.0,0
White,Female,State-Gov,34.0,10.0,40.0,0
White,Female,Private,67.0,10.0,25.0,0
White,Female,Private,42.0,10.0,40.0,0
White,Male,Self-Emp-Not-Inc,33.0,9.0,40.0,0
White,Male,Private,26.0,14.0,25.0,0
White,Male,Private,40.0,10.0,68.0,0
White,Male,Self-Emp-Not-Inc,61.0,9.0,20.0,0
White,Male,Self-Emp-Not-Inc,55.0,14.0,10.0,4386
White,Male,Private,39.0,9.0,55.0,0
White,Male,Local-Gov,25.0,13.0,45.0,0
Black,Male,Federal-Gov,58.0,13.0,40.0,0
White,Female,Self-Emp-Not-Inc,18.0,7.0,40.0,0
White,Male,Self-Emp-Not-Inc,33.0,10.0,50.0,0
White,Male,Private,31.0,13.0,70.0,0
White,Female,Local-Gov,42.0,11.0,50.0,0
White,Female,Private,33.0,9.0,52.0,0
White,Male,Private,28.0,6.0,50.0,0
White,Male,Federal-Gov,29.0,9.0,40.0,0
White,Female,Private,40.0,11.0,50.0,0
White,Female,Private,24.0,10.0,40.0,0
White,Male,Self-Emp-Not-Inc,32.0,10.0,50.0,0
White,Male,Self-Emp-Inc,50.0,13.0,60.0,0
White,Female,Self-Emp-Inc,63.0,10.0,60.0,14084
White,Male,State-Gov,37.0,9.0,40.0,0
White,Female,Local-Gov,23.0,9.0,40.0,0
White,Female,Private,46.0,12.0,50.0,0
White,Male,Private,59.0,10.0,60.0,0
White,Female,Private,49.0,13.0,45.0,0
White,Female,State-Gov,21.0,10.0,40.0,0
White,Female,Private,39.0,13.0,40.0,0
Black,Female,Private,17.0,6.0,15.0,0
White,Female,Private,28.0,9.0,60.0,0
White,Female,Private,59.0,13.0,40.0,0
White,Female,Private,18.0,8.0,12.0,0
White,Male,Private,42.0,16.0,50.0,0
White,Female,State-Gov,45.0,10.0,40.0,0
White,Male,Private,25.0,13.0,45.0,0
White,Male,Self-Emp-Not-Inc,41.0,11.0,65.0,0
White,Male,Private,55.0,11.0,40.0,0
White,Male,Private,37.0,9.0,50.0,0
White,Female,Private,69.0,9.0,12.0,1848
White,Male,Self-Emp-Not-Inc,56.0,9.0,35.0,0
Asian-Pac-Islander,Male,Private,27.0,7.0,35.0,0
White,Male,Local-Gov,47.0,9.0,40.0,4386
White,Male,Self-Emp-Not-Inc,23.0,10.0,40.0,0
Amer-Indian-Eskimo,Male,Private,23.0,13.0,40.0,0
White,Female,Private,25.0,7.0,40.0,0
White,Female,Private,21.0,11.0,20.0,0
White,Male,Self-Emp-Not-Inc,67.0,16.0,35.0,10605
White,Female,Private,45.0,13.0,42.0,0
White,Male,Private,22.0,4.0,35.0,0
White,Male,Self-Emp-Not-Inc,44.0,3.0,40.0,0
White,Male,Private,23.0,7.0,40.0,0
White,Female,Self-Emp-Not-Inc,25.0,10.0,22.0,0
White,Female,Local-Gov,54.0,10.0,40.0,0
White,Female,Private,39.0,10.0,25.0,0
White,Female,Private,55.0,9.0,30.0,0
White,Female,Private,20.0,10.0,28.0,0
Amer-Indian-Eskimo,Female,Private,36.0,9.0,40.0,0
White,Male,Private,23.0,8.0,46.0,0
White,Male,Private,40.0,11.0,50.0,0
White,Female,Private,29.0,13.0,50.0,0
White,Male,Private,33.0,10.0,45.0,0
White,Male,State-Gov,32.0,13.0,45.0,0
White,Female,Private,49.0,9.0,35.0,0
White,Female,Private,47.0,14.0,35.0,0
White,Male,Private,36.0,15.0,50.0,0
White,Male,Private,20.0,10.0,40.0,0
White,Male,Private,48.0,9.0,55.0,0
White,Male,Self-Emp-Not-Inc,49.0,9.0,70.0,0
White,Male,Private,56.0,13.0,50.0,0
White,Male,Self-Emp-Not-Inc,42.0,12.0,40.0,0
White,Male,Self-Emp-Not-Inc,49.0,13.0,60.0,0
White,Male,Private,30.0,10.0,50.0,8614
Black,Male,Private,54.0,14.0,40.0,0
White,Male,Private,17.0,6.0,6.0,0
White,Female,Private,47.0,10.0,44.0,0
White,Female,Private,40.0,9.0,30.0,0
White,Male,Private,24.0,4.0,40.0,0
Black,Female,State-Gov,50.0,9.0,40.0,0
White,Female,Local-Gov,46.0,13.0,43.0,0
White,Female,Self-Emp-Not-Inc,41.0,14.0,55.0,0
White,Male,Private,29.0,12.0,40.0,0
Amer-Indian-Eskimo,Female,Local-Gov,40.0,13.0,40.0,0
White,Male,Private,22.0,10.0,36.0,0
White,Male,Local-Gov,65.0,9.0,45.0,6418
White,Male,Local-Gov,58.0,14.0,35.0,0
White,Male,Private,30.0,13.0,60.0,0
White,Female,Private,25.0,13.0,45.0,0
Black,Female,Private,41.0,10.0,40.0,0
Asian-Pac-Islander,Male,Private,21.0,10.0,20.0,0
White,Female,Self-Emp-Inc,67.0,9.0,40.0,15831
White,Male,Private,44.0,12.0,42.0,0
White,Male,Private,42.0,16.0,40.0,0
Black,Female,State-Gov,55.0,10.0,37.0,0
White,Male,Private,44.0,15.0,55.0,0
White,Male,State-Gov,41.0,9.0,55.0,0
White,Female,Private,26.0,12.0,15.0,0
White,Male,Private,25.0,6.0,40.0,0
White,Male,Private,40.0,11.0,40.0,0
White,Male,Self-Emp-Not-Inc,34.0,9.0,60.0,0
White,Male,Private,24.0,8.0,50.0,0
White,Male,Private,34.0,11.0,40.0,0
Black,Female,State-Gov,27.0,13.0,60.0,0
White,Male,Private,69.0,5.0,20.0,0
White,Female,Private,40.0,9.0,35.0,0
White,Male,Private,56.0,10.0,40.0,0
Black,Male,Private,21.0,9.0,25.0,0
White,Female,Private,27.0,13.0,35.0,0
Other,Female,Private,18.0,5.0,32.0,0
White,Male,Self-Emp-Not-Inc,71.0,4.0,50.0,0
Black,Male,Private,38.0,9.0,40.0,0
White,Male,State-Gov,56.0,13.0,48.0,0
White,Male,Private,32.0,9.0,24.0,0
White,Male,Private,71.0,15.0,12.0,0
White,Male,Local-Gov,34.0,10.0,40.0,0
White,Male,Private,22.0,7.0,40.0,0
White,Male,Self-Emp-Inc,43.0,13.0,60.0,15024
White,Male,Private,40.0,12.0,40.0,0
White,Male,Private,71.0,9.0,70.0,0
White,Male,Private,23.0,9.0,54.0,0
White,unknown,Private,30.0,13.0,40.0,0
White,Female,Private,47.0,7.0,45.0,0
White,Male,Private,20.0,10.0,45.0,0
White,Female,Local-Gov,63.0,10.0,35.0,0
White,Male,Private,33.0,10.0,58.0,0
Black,Female,Private,27.0,9.0,40.0,0
White,Male,Self-Emp-Not-Inc,33.0,9.0,60.0,0
White,Female,Local-Gov,26.0,13.0,35.0,4865
White,Male,Private,31.0,5.0,40.0,0
White,Female,Private,61.0,13.0,40.0,0
White,unknown,Self-Emp-Inc,57.0,10.0,60.0,0
White,Female,Local-Gov,71.0,14.0,40.0,0
Amer-Indian-Eskimo,Male,State-Gov,43.0,14.0,35.0,0
White,Male,Private,55.0,14.0,18.0,0
Amer-Indian-Eskimo,unknown,Local-Gov,33.0,13.0,60.0,0
White,Male,Local-Gov,46.0,9.0,96.0,7688
White,Male,Private,21.0,6.0,40.0,0
White,Male,Local-Gov,25.0,13.0,40.0,0
White,Female,Private,18.0,7.0,16.0,0
White,Male,Private,17.0,6.0,15.0,0
White,Male,Private,35.0,9.0,55.0,0
White,Male,Private,38.0,2.0,40.0,0
White,Female,Private,38.0,9.0,40.0,0
White,Male,Private,37.0,12.0,40.0,0
White,Male,Private,28.0,10.0,45.0,0
Black,Male,Private,38.0,13.0,55.0,0
White,Male,Federal-Gov,33.0,13.0,50.0,0
White,Male,Private,26.0,13.0,72.0,0
White,Male,Private,52.0,5.0,40.0,0
Black,Male,Private,35.0,12.0,30.0,0
White,Female,Self-Emp-Inc,39.0,12.0,20.0,0
White,unknown,Private,30.0,11.0,40.0,0
White,Male,Self-Emp-Not-Inc,56.0,10.0,40.0,0
White,Male,Private,22.0,11.0,44.0,0
White,Male,Local-Gov,44.0,12.0,40.0,0
White,Female,Self-Emp-Not-Inc,23.0,13.0,40.0,0
White,Male,Private,47.0,16.0,50.0,0
Black,Male,Private,41.0,13.0,40.0,0
Black,Male,Private,39.0,9.0,40.0,0
White,Female,Private,23.0,12.0,25.0,0
White,Male,Private,29.0,13.0,40.0,5013
White,Male,Private,27.0,13.0,60.0,0
White,Female,Private,61.0,9.0,40.0,0
Black,Male,Private,42.0,6.0,40.0,0
White,Female,Private,25.0,5.0,40.0,0
White,Male,Private,44.0,14.0,50.0,0
White,Female,Private,27.0,10.0,30.0,0
White,Male,Private,33.0,9.0,45.0,0
Black,Female,Private,60.0,4.0,15.0,0
White,Male,Private,35.0,10.0,50.0,0
White,Female,Private,31.0,10.0,30.0,0
Black,Female,Private,37.0,13.0,40.0,0
White,Female,Private,44.0,10.0,40.0,0
White,Male,Private,24.0,4.0,24.0,0
White,Female,Private,75.0,6.0,70.0,0
White,Male,Private,47.0,12.0,40.0,0
Black,Male,Self-Emp-Inc,50.0,14.0,50.0,0
Black,Female,Local-Gov,45.0,13.0,60.0,0
White,Male,Private,73.0,11.0,60.0,25124
White,Male,Private,38.0,9.0,45.0,3137
White,Male,Private,50.0,11.0,45.0,0
White,Male,Private,33.0,11.0,45.0,0
Black,Female,Private,31.0,10.0,40.0,0
White,Male,Private,52.0,13.0,38.0,0
White,Female,Private,57.0,11.0,38.0,0
White,Female,Local-Gov,46.0,16.0,52.0,0
White,Male,Private,62.0,3.0,24.0,0
White,Male,Private,24.0,13.0,45.0,0
Amer-Indian-Eskimo,Male,Private,22.0,10.0,40.0,0
White,Male,Self-Emp-Not-Inc,39.0,9.0,40.0,0
Asian-Pac-Islander,Female,Private,28.0,9.0,40.0,0
White,Male,Local-Gov,18.0,7.0,12.0,0
White,unknown,Private,23.0,13.0,70.0,8614
White,Female,Self-Emp-Not-Inc,48.0,11.0,50.0,0
White,Female,Self-Emp-Inc,55.0,9.0,50.0,0
White,Female,Private,24.0,10.0,30.0,0
White,Female,Private,32.0,13.0,50.0,0
White,Female,Self-Emp-Inc,34.0,13.0,40.0,0
White,Female,Private,52.0,10.0,40.0,0
White,Female,Private,60.0,9.0,40.0,0
White,Female,Private,34.0,14.0,50.0,0
White,Female,Private,25.0,13.0,60.0,0
White,Female,Private,53.0,13.0,28.0,0
White,Male,Private,53.0,13.0,40.0,0
White,Male,Private,48.0,5.0,40.0,0
White,Female,Private,19.0,10.0,9.0,0
White,Female,State-Gov,42.0,10.0,40.0,0
White,Male,Private,29.0,9.0,50.0,0
White,Male,Private,22.0,4.0,40.0,0
White,Male,Private,51.0,13.0,45.0,0
White,Male,Private,47.0,2.0,40.0,0
White,Female,Local-Gov,52.0,10.0,40.0,0
White,Female,Self-Emp-Not-Inc,35.0,13.0,40.0,0
White,Female,Private,56.0,10.0,45.0,3325
Black,Female,Private,67.0,6.0,35.0,0
Other,Male,Private,23.0,5.0,55.0,0
White,Female,Federal-Gov,35.0,13.0,40.0,0
White,Female,Federal-Gov,43.0,13.0,40.0,0
White,Female,Local-Gov,39.0,9.0,40.0,0
Black,Female,Private,34.0,9.0,40.0,0
White,Female,Private,31.0,9.0,99.0,0
White,Female,Private,25.0,13.0,25.0,0
White,Male,Private,61.0,4.0,40.0,7688
Asian-Pac-Islander,Female,Private,22.0,12.0,30.0,0
White,Male,Private,51.0,5.0,40.0,0
White,Female,Private,43.0,10.0,50.0,0
Black,Female,Private,41.0,9.0,60.0,0
White,Female,Private,35.0,9.0,30.0,0
White,Female,Private,17.0,8.0,30.0,0
White,Male,Private,49.0,13.0,60.0,0
White,Male,Private,47.0,9.0,40.0,5178
White,Male,Self-Emp-Not-Inc,30.0,9.0,75.0,0
Black,Female,Private,23.0,9.0,40.0,0
White,Female,Private,26.0,10.0,35.0,0
Black,Female,Private,50.0,9.0,37.0,0
Asian-Pac-Islander,Female,Private,18.0,9.0,40.0,0
White,Male,Private,26.0,9.0,50.0,0
Other,Male,Private,26.0,8.0,48.0,0
White,Male,Private,41.0,16.0,50.0,0
White,Female,Private,44.0,13.0,37.0,0
White,Female,Private,27.0,9.0,40.0,5178
White,Male,Self-Emp-Not-Inc,36.0,9.0,35.0,0
White,Male,Private,40.0,12.0,44.0,0
White,Female,Private,56.0,10.0,50.0,0
White,unknown,Private,43.0,9.0,40.0,0
White,Male,Private,17.0,5.0,40.0,0
White,Male,Private,36.0,13.0,55.0,0
Black,Female,Private,39.0,9.0,40.0,0
Other,Female,Private,20.0,10.0,20.0,0
Asian-Pac-Islander,Male,Private,50.0,12.0,40.0,0
White,Male,Private,56.0,4.0,26.0,0
White,Male,Private,24.0,10.0,49.0,0
White,Male,Self-Emp-Not-Inc,46.0,12.0,60.0,0
White,Male,Private,57.0,9.0,40.0,0
Asian-Pac-Islander,Male,Private,27.0,9.0,40.0,0
White,Female,Local-Gov,43.0,13.0,34.0,0
Black,Female,Private,63.0,13.0,20.0,0
Black,Male,Local-Gov,43.0,10.0,40.0,0
Amer-Indian-Eskimo,Female,Private,47.0,10.0,35.0,0
White,Male,Private,51.0,11.0,40.0,0
White,Male,Private,27.0,9.0,48.0,0
White,Female,Private,21.0,9.0,30.0,0
Black,Female,Local-Gov,44.0,13.0,36.0,0
White,Male,Private,76.0,13.0,40.0,0
White,Female,Private,29.0,7.0,40.0,0
White,Male,Private,26.0,10.0,12.0,0
Asian-Pac-Islander,Male,Private,53.0,13.0,50.0,0
White,unknown,Private,22.0,10.0,40.0,0
Black,Female,Private,36.0,10.0,40.0,0
White,unknown,Private,38.0,10.0,60.0,0
White,Male,Private,22.0,3.0,40.0,0
Other,Female,Private,33.0,10.0,40.0,0
White,Female,Private,20.0,10.0,4.0,0
White,Male,Private,21.0,9.0,24.0,0
White,Male,Private,81.0,2.0,15.0,0
Black,Male,Local-Gov,46.0,7.0,40.0,0
White,Female,Federal-Gov,27.0,13.0,40.0,0
White,Female,Private,48.0,10.0,32.0,0
White,Male,Private,47.0,9.0,45.0,0
White,Female,Self-Emp-Not-Inc,54.0,14.0,30.0,0
White,Male,Private,38.0,12.0,40.0,0
White,Male,Private,22.0,5.0,30.0,0
White,Male,Private,67.0,13.0,24.0,0
White,Female,Local-Gov,61.0,9.0,35.0,1471
White,Male,Self-Emp-Not-Inc,47.0,13.0,35.0,0
White,Male,Private,57.0,5.0,40.0,0
Black,Female,Private,55.0,7.0,40.0,0
White,Male,Local-Gov,35.0,12.0,40.0,0
White,Male,Self-Emp-Not-Inc,36.0,11.0,48.0,0
White,Male,Self-Emp-Not-Inc,25.0,13.0,30.0,0
Black,Male,Local-Gov,41.0,11.0,40.0,0
White,Male,Private,45.0,9.0,40.0,0
White,Female,Local-Gov,30.0,11.0,40.0,0
Black,Male,Private,77.0,5.0,40.0,0
White,Male,Private,37.0,9.0,49.0,0
Black,Male,Local-Gov,36.0,13.0,40.0,0
White,Female,Self-Emp-Inc,68.0,11.0,50.0,25124
White,Male,Private,31.0,11.0,40.0,0
White,Male,Private,40.0,6.0,50.0,0
White,Male,Private,55.0,14.0,60.0,0
Amer-Indian-Eskimo,Male,Private,19.0,10.0,42.0,0
White,Male,Private,38.0,10.0,40.0,0
White,Male,Self-Emp-Not-Inc,66.0,9.0,10.0,0
White,Female,State-Gov,51.0,12.0,38.0,0
Other,Male,Private,35.0,9.0,40.0,0
White,Male,Private,72.0,4.0,30.0,0
White,Female,Self-Emp-Inc,60.0,9.0,15.0,15024
White,Male,Private,32.0,11.0,46.0,0
White,Male,Private,35.0,13.0,65.0,0
White,Male,Private,32.0,6.0,45.0,0
Black,Male,Private,43.0,9.0,45.0,0
White,Female,Private,21.0,9.0,55.0,0
White,Male,Local-Gov,33.0,12.0,40.0,0
White,Male,Private,60.0,5.0,40.0,0
White,Male,Self-Emp-Not-Inc,41.0,9.0,38.0,0
White,Female,Private,49.0,9.0,60.0,0
Black,Female,Private,41.0,9.0,28.0,0
Asian-Pac-Islander,Female,State-Gov,28.0,13.0,40.0,0
White,Male,Self-Emp-Not-Inc,44.0,10.0,40.0,0
White,Male,Local-Gov,41.0,9.0,40.0,0
White,Male,Private,47.0,4.0,40.0,0
Black,Male,Private,49.0,9.0,40.0,0
White,Male,Federal-Gov,37.0,10.0,55.0,8614
White,Male,Private,62.0,10.0,45.0,0
White,Male,State-Gov,44.0,9.0,40.0,0
White,Male,Private,36.0,10.0,50.0,0
Asian-Pac-Islander,Male,State-Gov,27.0,10.0,50.0,0
White,Male,Self-Emp-Not-Inc,47.0,13.0,40.0,0
Black,Female,Federal-Gov,44.0,12.0,40.0,0
Other,Male,Self-Emp-Not-Inc,42.0,13.0,30.0,0
White,Female,Private,20.0,9.0,10.0,0
White,unknown,Private,50.0,9.0,40.0,0
White,Female,Private,41.0,13.0,40.0,0
White,Male,Private,59.0,4.0,40.0,0
Asian-Pac-Islander,Male,Private,23.0,6.0,30.0,0
Black,Female,Private,44.0,10.0,40.0,0
White,Male,Private,24.0,9.0,50.0,0
White,Male,Private,24.0,13.0,42.0,0
White,Male,Private,45.0,15.0,40.0,0
White,Male,Local-Gov,23.0,10.0,40.0,0
White,unknown,Private,50.0,13.0,40.0,0
Other,Female,Private,34.0,5.0,40.0,0
White,Male,Private,35.0,2.0,15.0,0
White,Male,Private,39.0,13.0,50.0,0
White,Male,Private,46.0,9.0,70.0,0
White,Female,Private,48.0,12.0,30.0,0
White,Male,Federal-Gov,19.0,10.0,20.0,0
Asian-Pac-Islander,Male,Private,38.0,9.0,48.0,0
White,Male,Self-Emp-Inc,41.0,15.0,60.0,0
Amer-Indian-Eskimo,Male,Private,65.0,9.0,40.0,3818
White,Male,Private,45.0,10.0,50.0,7298
White,Male,Self-Emp-Not-Inc,53.0,6.0,40.0,0
Black,Male,Private,42.0,9.0,40.0,0
White,Male,Federal-Gov,18.0,7.0,4.0,0
White,Male,Self-Emp-Inc,59.0,9.0,60.0,0
White,Male,Private,58.0,9.0,55.0,0
White,Male,Private,42.0,12.0,60.0,0
White,Male,Local-Gov,51.0,9.0,40.0,0
Asian-Pac-Islander,Male,Federal-Gov,34.0,13.0,40.0,1471
White,Female,Private,52.0,9.0,36.0,2597
White,Male,Self-Emp-Not-Inc,70.0,10.0,20.0,0
White,Male,Private,30.0,11.0,55.0,0
White,Female,Self-Emp-Not-Inc,30.0,11.0,40.0,0
Asian-Pac-Islander,Male,Self-Emp-Not-Inc,45.0,9.0,40.0,0
Black,Male,State-Gov,35.0,9.0,40.0,0
White,Female,Private,41.0,11.0,40.0,3887
White,Male,Private,44.0,10.0,60.0,0
Amer-Indian-Eskimo,Male,Private,31.0,9.0,40.0,0
White,Female,Private,39.0,13.0,30.0,0
White,Female,Private,30.0,9.0,30.0,0
